"Offense","Defense","Home","Offense Score","Defense Score","Period","Clock Minutes","Clock Seconds","Offense Timeouts","Defense Timeouts","Yards To Goal","Down","Distance","Scoring","Yards Gained","Play Type"
"Louisiana Tech","Florida International","Louisiana Tech","10","17","2","0","4","0","2","15","3","6","false","0","Timeout"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","2","0","0","0","2","15","3","6","true","32","Field Goal Good"
"Louisiana Tech","Florida International","Louisiana Tech","10","17","2","0","0","0","2","65","0","0","false","0","End of Half"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","15","0","3","3","65","0","0","false","0","Kickoff"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","15","0","3","3","65","1","10","false","3","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","15","0","3","3","62","2","7","false","8","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","14","28","3","3","54","1","10","false","2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","14","28","3","3","52","2","8","false","0","Pass Incompletion"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","13","49","3","3","52","3","8","false","12","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","13","49","3","3","40","1","10","false","0","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","12","36","3","3","40","2","10","false","-5","Fumble Recovery (Opponent)"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","12","36","3","3","55","1","10","false","-10","Sack"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","12","8","3","3","65","2","20","false","0","Pass Reception"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","12","8","3","3","65","3","20","false","0","Pass Reception"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","11","6","3","3","65","4","20","false","0","Punt"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","11","6","3","3","75","1","10","false","0","Penalty"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","11","6","3","3","75","2","10","false","0","Penalty"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","11","6","3","3","87","2","22","false","7","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","11","6","3","3","80","3","15","false","0","Pass Incompletion"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","10","21","3","3","80","4","15","false","0","Punt"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","10","14","3","3","65","1","10","false","5","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","9","54","3","3","60","2","5","false","0","Pass Incompletion"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","9","54","3","3","60","3","5","false","2","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","8","56","3","3","58","4","3","false","0","Punt"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","8","56","3","3","78","1","10","false","5","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","8","56","3","3","73","2","5","false","10","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","8","56","3","3","63","1","10","false","0","Pass Incompletion"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","8","56","3","3","63","2","10","false","6","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","8","56","3","3","57","3","4","false","7","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","8","56","3","3","50","1","10","false","2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","5","55","3","3","48","2","8","false","4","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","5","55","3","3","44","3","4","false","8","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","5","55","3","3","36","1","10","false","-2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","5","55","3","3","38","2","12","false","1","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","5","55","3","3","37","3","11","false","-7","Sack"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","2","59","3","3","44","4","18","false","0","Punt"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","2","28","3","3","80","1","10","false","-4","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","2","28","3","3","84","2","14","false","6","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","2","28","3","3","78","3","8","false","-8","Sack"
"Florida International","Louisiana Tech","Louisiana Tech","17","13","3","0","33","3","3","86","4","16","false","0","Punt"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","0","33","3","3","45","1","10","false","0","Pass Incompletion"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","0","0","3","3","45","2","10","false","1","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","3","0","0","3","3","45","0","10","false","0","End Period"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","4","15","0","3","3","44","3","9","false","12","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","4","15","0","3","3","32","1","10","false","2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","4","15","0","3","3","30","2","8","false","-2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","13","17","4","15","0","3","3","32","3","10","false","3","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","12","34","3","3","29","4","7","true","46","Field Goal Good"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","12","34","3","3","65","0","0","false","0","Kickoff"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","75","1","10","false","6","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","69","2","4","false","3","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","66","3","1","false","1","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","65","1","10","false","3","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","62","2","7","false","-10","Penalty"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","72","2","17","false","-2","Pass Reception"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","12","34","3","3","74","3","19","false","8","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","8","34","3","3","66","4","11","false","0","Punt"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","8","19","3","3","72","1","10","false","6","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","8","19","3","3","66","2","4","false","4","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","6","54","3","3","62","1","10","false","4","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","6","2","2","3","58","2","6","false","0","Timeout"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","6","2","2","3","58","2","6","false","9","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","6","2","2","3","49","1","10","false","16","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","5","16","2","3","33","1","10","false","3","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","5","16","2","3","30","2","7","false","2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","3","35","2","2","26","4","3","false","0","Timeout"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","3","35","2","2","28","3","5","false","2","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","3","30","2","2","26","4","3","false","43","Field Goal Missed"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","3","30","2","2","74","1","10","false","-3","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","2","39","2","1","66","3","2","false","0","Timeout"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","2","39","2","1","77","2","13","false","11","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","2","34","2","0","66","4","2","false","0","Timeout"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","2","34","2","0","66","3","2","false","0","Rush"
"Florida International","Louisiana Tech","Louisiana Tech","17","16","4","2","28","2","0","66","4","2","false","0","Punt"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","2","28","0","2","69","1","10","false","1","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","2","28","0","2","68","2","9","false","0","Pass Incompletion"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","2","28","0","2","68","3","9","false","4","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","1","59","0","2","64","4","5","false","12","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","1","59","0","2","52","1","10","false","20","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","1","8","0","1","30","2","8","false","0","Timeout"
"Louisiana Tech","Florida International","Louisiana Tech","16","17","4","1","8","0","1","32","1","10","false","2","Pass Reception"
"Louisiana Tech","Florida International","Louisiana Tech","22","17","4","1","1","0","1","30","2","8","true","30","Rushing Touchdown"
"Louisiana Tech","Florida International","Louisiana Tech","22","17","4","1","1","0","1","65","0","0","false","0","Kickoff"
"Florida International","Louisiana Tech","Louisiana Tech","17","22","4","1","1","1","0","75","1","10","false","0","Pass Incompletion"
"Florida International","Louisiana Tech","Louisiana Tech","17","22","4","1","1","1","0","75","2","10","false","-5","Penalty"
"Florida International","Louisiana Tech","Louisiana Tech","17","22","4","0","49","1","0","80","2","15","false","0","Interception"
"Louisiana Tech","Florida International","Louisiana Tech","22","17","4","0","49","0","1","39","1","10","false","0","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","22","17","4","0","0","0","1","41","2","12","false","0","Rush"
"Louisiana Tech","Florida International","Louisiana Tech","22","17","4","0","0","0","1","42","0","12","false","0","End of Game"
"Vanderbilt","Hawai'i","Vanderbilt","0","0","1","14","52","3","3","65","0","0","false","0","Kickoff"
"Hawai'i","Vanderbilt","Vanderbilt","0","0","1","14","52","3","3","73","1","10","false","4","Pass Reception"
"Hawai'i","Vanderbilt","Vanderbilt","0","0","1","14","52","3","3","69","2","6","false","-4","Rush"
"Hawai'i","Vanderbilt","Vanderbilt","0","0","1","14","52","3","3","73","3","10","false","5","Rush"
"Hawai'i","Vanderbilt","Vanderbilt","0","0","1","12","48","3","3","68","4","5","false","0","Punt"
"Vanderbilt","Hawai'i","Vanderbilt","0","0","1","12","48","3","3","32","1","10","false","0","Pass Incompletion"
"Vanderbilt","Hawai'i","Vanderbilt","0","0","1","12","48","3","3","32","2","10","false","1","Rush"
"Vanderbilt","Hawai'i","Vanderbilt","0","0","1","12","48","3","3","31","3","9","false","10","Pass Reception"
"Vanderbilt","Hawai'i","Vanderbilt","6","0","1","11","26","3","3","21","1","10","true","21","Rushing Touchdown"
"Vanderbilt","Hawai'i","Vanderbilt","6","0","1","11","26","3","3","65","0","0","false","0","Kickoff"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","11","26","3","3","75","1","10","false","10","Pass Reception"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","11","26","3","3","65","1","10","false","6","Rush"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","39","1","10","false","0","Timeout"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","59","2","4","false","20","Pass Reception"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","39","1","10","false","4","Rush"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","35","2","6","false","22","Pass Reception"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","13","1","10","false","-1","Rush"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","14","2","11","false","1","Pass Reception"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","13","3","10","false","9","Penalty"
"Hawai'i","Vanderbilt","Vanderbilt","0","6","1","9","50","2","3","4","1","4","false","-5","Penalty"
"Hawai'i","Vanderbilt","Vanderbilt","7","6","1","7","13","2","3","9","1","9","true","9","Passing Touchdown"
"Hawai'i","Vanderbilt","Vanderbilt","7","14","1","7","0","2","3","65","0","0","true","97","Kickoff Return Touchdown"
"Vanderbilt","Hawai'i","Vanderbilt","16","7","1","6","53","3","2","65","0","0","false","0","Kickoff"
"Hawai'i","Vanderbilt","Vanderbilt","7","16","1","6","53","2","3","70","1","10","false","3","Rush"
"Hawai'i","Vanderbilt","Vanderbilt","7","16","1","5","40","2","2","64","3","4","false","0","Timeout"
"Hawai'i","Vanderbilt","Vanderbilt","7","16","1","5","40","2","2","67","2","7","false","3","Pass Reception"
"Hawai'i","Vanderbilt","Vanderbilt","7","16","1","5","40","2","2","64","3","4","false","-2","Sack"
"Hawai'i","Vanderbilt","Vanderbilt","7","16","1","5","40","2","2","66","4","6","false","-5","Penalty"
"Hawai'i","Vanderbilt","Vanderbilt","7","16","1","4","37","2","2","71","4","11","false","0","Punt"
"Vanderbilt","Hawai'i","Vanderbilt","16","7","1","4","37","2","2","84","1","10","false","13","Pass Reception"
"Vanderbilt","Hawai'i","Vanderbilt","16","7","1","4","37","2","2","71","1","10","false","4","Pass Reception"
"Vanderbilt","Hawai'i","Vanderbilt","16","7","1","4","37","2","2","67","2","6","false","10","Penalty"
"Vanderbilt","Hawai'i","Vanderbilt","16","7","1","4","37","2","2","57","1","10","false","16","Pass Reception"
"Vanderbilt","Hawai'i","Vanderbilt","16","7","1","4","37","2","2","41","1","10","false","15","Penalty"
